0	100.000	0	100	0	1.3	20	40.1	1862843675	LR812093	1549	Bacillus sp. Marseille-Q1617 partial 16S rRNA gene, strain Marseille-Q1617	Bacillus sp. Marseille-Q1617
0	100.000	0	100	0	1.3	20	40.1	1862843674	LR812092	1541	Microbacterium sp. Marseille-Q2854 partial 16S rRNA gene, strain Marseille-Q2854	Microbacterium ihumii
0	100.000	0	100	0	1.3	20	40.1	1862839761	LR809138	1542	Streptococcus sp. Marseille-Q2617 partial 16S rRNA gene, strain Marseille-Q2617	Streptococcus sp. Marseille-Q2617
0	100.000	0	100	0	1.3	20	40.1	1862839759	LR797940	1548	Bacillus sp. Marseille-P9898 partial 16S rRNA gene, strain Marseille-P9898	Metabacillus schmidteae
0	100.000	0	100	0	1.3	20	40.1	1862839758	LR797929	1513	Chryseobacterium sp. Marseille-P9602 partial 16S rRNA gene	Chryseobacterium schmidteae
0	100.000	0	100	0	1.3	20	40.1	1862835799	LR778135	3435529	Clostridiales bacterium isolate BL-6 genome assembly, chromosome: CLOSBL6	Ruminococcaceae bacterium BL-6
0	100.000	0	100	0	1.3	20	40.1	1862835799	LR778135	3435529	Clostridiales bacterium isolate BL-6 genome assembly, chromosome: CLOSBL6	Ruminococcaceae bacterium BL-6
0	100.000	0	100	0	1.3	20	40.1	1862835799	LR778135	3435529	Clostridiales bacterium isolate BL-6 genome assembly, chromosome: CLOSBL6	Ruminococcaceae bacterium BL-6
0	100.000	0	100	0	1.3	20	40.1	1862833479	LR778134	2335857	Clostridiales bacterium isolate BL-4 genome assembly, chromosome: CLOSBL4	Ruminococcaceae bacterium BL-4
0	100.000	0	100	0	1.3	20	40.1	1862833479	LR778134	2335857	Clostridiales bacterium isolate BL-4 genome assembly, chromosome: CLOSBL4	Ruminococcaceae bacterium BL-4
0	100.000	0	100	0	1.3	20	40.1	1862833479	LR778134	2335857	Clostridiales bacterium isolate BL-4 genome assembly, chromosome: CLOSBL4	Ruminococcaceae bacterium BL-4
0	100.000	0	100	0	1.3	20	40.1	2136551542	NR_173545	1442	Wocania indica strain IOP_32 16S ribosomal RNA, partial sequence	Wocania indica
0	100.000	0	100	0	1.3	20	40.1	1860299534	MT649755	1454	Bacillus velezensis strain XC1 16S ribosomal RNA gene, partial sequence	Bacillus velezensis
0	100.000	0	100	0	1.3	20	40.1	1860271848	MT649298	1247	Sugarcane whiteleaf phytoplasma clone LCYC10 16S ribosomal RNA gene, partial sequence	Sugarcane whiteleaf phytoplasma
0	100.000	0	100	0	1.3	20	40.1	1860271847	MT649297	1247	Sugarcane whiteleaf phytoplasma clone LCYC9 16S ribosomal RNA gene, partial sequence	Sugarcane whiteleaf phytoplasma
0	100.000	0	100	0	1.3	20	40.1	1860271843	MT649293	1494	Bacillus sp. (in: Bacteria) strain IC-1C2 16S ribosomal RNA gene, partial sequence	Bacillus sp. (in: firmicutes)
0	100.000	0	100	0	1.3	20	40.1	1860271842	MT649291	1465	Arthrobacter sp. strain JJ-1 16S ribosomal RNA gene, partial sequence	Arthrobacter sp.
0	100.000	0	100	0	1.3	20	40.1	1860271837	MT649220	1347	Corynebacterium pseudotuberculosis strain AHDP:2020 16S ribosomal RNA gene, partial sequence	Corynebacterium pseudotuberculosis
0	100.000	0	100	0	1.3	20	40.1	1860246923	MT186270	1048	Candidatus Phytoplasma solani isolate FD2 16S ribosomal RNA gene, partial sequence	Candidatus Phytoplasma solani
0	100.000	0	100	0	1.3	20	40.1	1860246921	MT186268	1226	Candidatus Phytoplasma pyri isolate mlty01 16S ribosomal RNA gene, partial sequence	Candidatus Phytoplasma pyri
0	100.000	0	100	0	1.3	20	40.1	1860215998	MT647643	1243	Curtobacterium sp. strain Q4 16S ribosomal RNA gene, partial sequence	Curtobacterium sp.
0	100.000	0	100	0	1.3	20	40.1	1860215997	MT647642	789	Micrococcus sp. strain M14 16S ribosomal RNA gene, partial sequence	Micrococcus sp.
0	100.000	0	100	0	1.3	20	40.1	1860213671	MT647568	1426	Bacillus paramycoides strain SDB4 16S ribosomal RNA gene, partial sequence	Bacillus paramycoides
