C1-J-_2195@C1-J-_2195	100.000	0	54	0	4.8	13	26.3	1269236018	NR_136851	1525	Okibacterium endophyticum strain EGI 650022 16S ribosomal RNA, complete sequence	Okibacterium endophyticum
C1-J-_2195@C1-J-_2195	100.000	0	54	0	4.8	13	26.3	2363082899	NR_179698	1493	Subtercola vilae strain DB165 16S ribosomal RNA, partial sequence	Subtercola vilae
C1-J-_2195@C1-J-_2195	100.000	0	54	0	4.8	13	26.3	2363081628	NR_179060	1428	Luethyella okanaganae strain LBGB 4405 16S ribosomal RNA, partial sequence	Luethyella okanaganae
C1-J-_2195@C1-J-_2195	100.000	0	54	0	4.8	13	26.3	645321211	NR_118233	1422	Compostimonas suwonensis strain SMC46 16S ribosomal RNA, partial sequence	Compostimonas suwonensis
C1-J-_2195@C1-J-_2195	100.000	0	54	0	4.8	13	26.3	631250808	NR_112004	1503	Microbacterium hominis strain IFO 15708 16S ribosomal RNA, partial sequence	Microbacterium hominis
C1-J-_2195@C1-J-_2195	100.000	0	54	0	4.8	13	26.3	631250805	NR_112001	1467	Microbacterium flavescens strain IFO 15039 16S ribosomal RNA, partial sequence	Microbacterium flavescens
C1-J-_2195@C1-J-_2195	100.000	0	54	0	4.8	13	26.3	343206343	NR_044935	1423	Microbacterium laevaniformans strain DSM 20140 16S ribosomal RNA, partial sequence	Microbacterium laevaniformans
C1-J-_2195@C1-J-_2195	100.000	0	54	0	4.8	13	26.3	343206342	NR_044934	1477	Microbacterium dextranolyticum strain DSM 8607 16S ribosomal RNA, partial sequence	Microbacterium dextranolyticum
C1-J-_2195@C1-J-_2195	100.000	0	54	0	4.8	13	26.3	636558967	NR_115024	1467	Subtercola boreus strain DSM 13056 16S ribosomal RNA, partial sequence	Subtercola boreus
C1-J-_2195@C1-J-_2195	100.000	0	54	0	4.8	13	26.3	636558966	NR_115023	1473	Subtercola frigoramans strain DSM 13057 16S ribosomal RNA, partial sequence	Subtercola frigoramans
C1-J-_2195@C1-J-_2195	100.000	0	54	0	4.8	13	26.3	343201754	NR_042480	1512	Microbacterium hominis strain DSM 12509 16S ribosomal RNA, partial sequence	Microbacterium hominis
C1-J-_2195@C1-J-_2195	100.000	0	54	0	4.8	13	26.3	645319651	NR_117029	1390	Frondihabitans cladoniiphilus strain CafT13 16S ribosomal RNA, partial sequence	Frondihabitans cladoniiphilus
C1-J-_2195@C1-J-_2195	100.000	0	54	0	4.8	13	26.3	566084894	NR_108436	1461	Herbiconiux moechotypicola strain RB-62 16S ribosomal RNA, partial sequence	Herbiconiux moechotypicola
C1-J-_2195@C1-J-_2195	100.000	0	54	0	4.8	13	26.3	636559076	NR_115133	1517	Microbacterium ulmi strain XIL02 16S ribosomal RNA, partial sequence	Microbacterium ulmi
C1-J-_2195@C1-J-_2195	100.000	0	54	0	4.8	13	26.3	219857487	NR_025075	1473	Subtercola frigoramans strain K265 16S ribosomal RNA, partial sequence	Subtercola frigoramans
C1-J-_2195@C1-J-_2195	100.000	0	54	0	4.8	13	26.3	219857486	NR_025074	1467	Subtercola boreus strain K300 16S ribosomal RNA, partial sequence	Subtercola boreus
C1-J-_2195@C1-J-_2195	100.000	0	54	0	4.8	13	26.3	219846833	NR_026425	1457	Demetria terragena strain HK1 0089 16S ribosomal RNA, partial sequence	Demetria terragena
C1-J-_2195@C1-J-_2195	100.000	0	54	0	4.8	13	26.3	219846645	NR_026237	1478	Paeniglutamicibacter sulfureus strain DSM 20167 16S ribosomal RNA, partial sequence	Paeniglutamicibacter sulfureus
C1-J-_2195@C1-J-_2195	100.000	0	54	0	4.8	13	26.3	631252027	NR_113225	1480	Herbiconiux flava strain NBRC 16403 16S ribosomal RNA, partial sequence	Herbiconiux flava
