NC_006914.1	Mus musculus domesticus	Mus musculus domesticus mitochondrion, complete genome
AB092593.1	Mus musculus domesticus	Mus musculus domesticus mitochondrial DNA, complete genome, strain:C57BL/10ScSn-mdx
AB092592.1	Mus musculus domesticus	Mus musculus domesticus mitochondrial DNA, complete genome, strain:C57BL/6J
FJ374665.1	Mus musculus domesticus	Mus musculus domesticus strain YBR/EiJ mitochondrion, complete genome
FJ374664.1	Mus musculus domesticus	Mus musculus domesticus strain TALLYHO/JngJ mitochondrion, complete genome
FJ374663.1	Mus musculus domesticus	Mus musculus domesticus strain SWR/J mitochondrion, complete genome
FJ374662.1	Mus musculus domesticus	Mus musculus domesticus strain STR/ort mitochondrion, complete genome
FJ374661.1	Mus musculus domesticus	Mus musculus domesticus strain SOD1/EiJ mitochondrion, complete genome
FJ374660.1	Mus musculus domesticus	Mus musculus domesticus strain SM/J mitochondrion, complete genome
FJ374659.1	Mus musculus domesticus	Mus musculus domesticus strain SJL/J mitochondrion, complete genome
FJ374658.1	Mus musculus domesticus	Mus musculus domesticus strain SEA/GnJ mitochondrion, complete genome
FJ374657.1	Mus musculus domesticus	Mus musculus domesticus strain SB/LeJ mitochondrion, complete genome
FJ374656.1	Mus musculus domesticus	Mus musculus domesticus strain RIIIS/J mitochondrion, complete genome
FJ374655.1	Mus musculus domesticus	Mus musculus domesticus strain RF/J mitochondrion, complete genome
FJ374654.1	Mus musculus domesticus	Mus musculus domesticus strain PL/J mitochondrion, complete genome
FJ374653.1	Mus musculus domesticus	Mus musculus domesticus strain P/J mitochondrion, complete genome
FJ374652.1	Mus musculus domesticus	Mus musculus domesticus strain NOR/LtJ mitochondrion, complete genome
FJ374651.1	Mus musculus domesticus	Mus musculus domesticus strain MRL/MpJ mitochondrion, complete genome
FJ374650.1	Mus musculus domesticus	Mus musculus domesticus strain MA/MyJ mitochondrion, complete genome
FJ374649.1	Mus musculus domesticus	Mus musculus domesticus strain LT/SvEi mitochondrion, complete genome
FJ374648.1	Mus musculus domesticus	Mus musculus domesticus strain LP/J mitochondrion, complete genome
FJ374647.1	Mus musculus domesticus	Mus musculus domesticus strain LG/J mitochondrion, complete genome
FJ374646.1	Mus musculus domesticus	Mus musculus domesticus strain I/LnJ mitochondrion, complete genome
FJ374645.1	Mus musculus domesticus	Mus musculus domesticus strain CE/J mitochondrion, complete genome
FJ374644.1	Mus musculus domesticus	Mus musculus domesticus strain C57BL/10J mitochondrion, complete genome
FJ374643.1	Mus musculus domesticus	Mus musculus domesticus strain BUB/BnJ mitochondrion, complete genome
FJ374642.1	Mus musculus domesticus	Mus musculus domesticus strain BPN/3J mitochondrion, complete genome
FJ374641.1	Mus musculus domesticus	Mus musculus domesticus strain BPL/1J mitochondrion, complete genome
FJ374640.1	Mus musculus domesticus	Mus musculus domesticus strain BPH/2J mitochondrion, complete genome
FJ374639.1	Mus musculus domesticus	Mus musculus domesticus strain 129P3/J mitochondrion, complete genome
GQ871746.1	Mus musculus domesticus	Mus musculus domesticus strain FVB/NJ mitochondrion, complete genome
GQ871745.1	Mus musculus domesticus	Mus musculus domesticus strain DBA/1J mitochondrion, complete genome
GQ871744.1	Mus musculus domesticus	Mus musculus domesticus strain B10.D1-H2q/SgJ mitochondrion, complete genome
EF108344.1	Mus musculus domesticus	Mus musculus domesticus strain WSB/EiJ mitochondrion, complete genome
CM004189.1	Mus musculus domesticus	Mus musculus domesticus strain WSB/EiJ mitochondrion, complete sequence, whole genome shotgun sequence
KC663620.1	Mus musculus domesticus	Mus musculus domesticus isolate HB_4242 mitochondrion, complete genome
KC663619.1	Mus musculus domesticus	Mus musculus domesticus isolate BG_4235 mitochondrion, complete genome
KC663618.1	Mus musculus domesticus	Mus musculus domesticus isolate LE_4221 mitochondrion, complete genome
KC663622.1	Mus musculus domesticus	Mus musculus domesticus isolate Crl:CD1(ICR) mitochondrion, complete genome
KF937875.1	Mus musculus domesticus	Mus musculus domesticus strain ICR mitochondrion, complete genome
KF937874.1	Mus musculus domesticus	Mus musculus domesticus strain CF-1 mitochondrion, complete genome
KF937873.1	Mus musculus domesticus	Mus musculus domesticus strain Chinese Kun Ming mitochondrion, complete genome
AB042809.1	Mus musculus domesticus	Mus musculus mitochondrial DNA, complete genome, strain:SAMP8
AB042523.1	Mus musculus domesticus	Mus musculus mitochondrial DNA, complete genome, strain:SAMR1
AB042524.1	Mus musculus domesticus	Mus musculus mitochondrial DNA, complete genome, strain:SAMP1
AB042432.1	Mus musculus domesticus	Mus musculus domesticus mitochondrial DNA, complete genome
JX945979.1	Mus musculus domesticus	Mus musculus domesticus isolate Ker_Jack0902 mitochondrion, complete genome
JX945978.1	Mus musculus domesticus	Mus musculus domesticus isolate Ker_Gui05 mitochondrion, complete genome
JX945977.1	Mus musculus domesticus	Mus musculus domesticus isolate Ker_PJDA0908 mitochondrion, complete genome
JX945976.1	Mus musculus domesticus	Mus musculus domesticus isolate Ker_PJDA0907 mitochondrion, complete genome
JX945975.1	Mus musculus domesticus	Mus musculus domesticus isolate Ker_PJDA0901 mitochondrion, complete genome
JX945974.1	Mus musculus domesticus	Mus musculus domesticus isolate Ker_PJDA03 mitochondrion, complete genome
JX945973.1	Mus musculus domesticus	Mus musculus domesticus isolate Ker_PJDA01 mitochondrion, complete genome
JX945972.1	Mus musculus domesticus	Mus musculus domesticus isolate Ker_PAF0939 mitochondrion, complete genome
JX945971.1	Mus musculus domesticus	Mus musculus domesticus isolate Ker_PAF0933 mitochondrion, complete genome
JX945970.1	Mus musculus domesticus	Mus musculus domesticus isolate Ker_Mayes46 mitochondrion, complete genome
JX945969.1	Mus musculus domesticus	Mus musculus domesticus isolate Ker_Mayes34 mitochondrion, complete genome
JX945968.1	Mus musculus domesticus	Mus musculus domesticus isolate Ker_Mayes19 mitochondrion, complete genome
JX945967.1	Mus musculus domesticus	Mus musculus domesticus isolate Ker_Jack0922 mitochondrion, complete genome
JX945966.1	Mus musculus domesticus	Mus musculus domesticus isolate Ker_Jack0912 mitochondrion, complete genome
JX945965.1	Mus musculus domesticus	Mus musculus domesticus isolate Ker_IB06 mitochondrion, complete genome
JX945964.1	Mus musculus domesticus	Mus musculus domesticus isolate Ker_Couv0903 mitochondrion, complete genome
U47460.1	Mus musculus domesticus	Mus musculus domesticus mitochondrial DNA type 32 control region and flanking tRNA genes
U47459.1	Mus musculus domesticus	Mus musculus domesticus mitochondrial DNA type 31 control region and flanking tRNA genes
U47458.1	Mus musculus domesticus	Mus musculus domesticus mitochondrial DNA type 30 control region and flanking tRNA genes
U47455.1	Mus musculus domesticus	Mus musculus domesticus mitochondrial DNA type 27 control region and flanking tRNA genes
