0	23	23	46.1	100.000	23	0.022	0	0	100	100	Torymus sp. ZJUH_2016035 mitochondrion	Torymus sp. ZJUH_2016035	0	1	23	6350	6372
0	23	23	46.1	100.000	23	0.022	0	0	100	100	Lanceolaria gladiola mitochondrion, complete genome	Lanceolaria gladiola	0	1	23	824	846
0	23	23	46.1	100.000	23	0.022	0	0	100	100	Setaria digitata cytochrome c oxidase subunit 1 (COX1) gene, partial cds; mitochondrial	Setaria digitata	0	1	23	101	123
0	23	23	46.1	100.000	23	0.022	0	0	100	100	Sacculina yatsui cytochrome oxidase subunit I gene, partial cds; mitochondrial	Parasacculina yatsui	0	1	23	829	851
0	23	23	46.1	100.000	23	0.022	0	0	100	100	Gasteruption parvicollarium mitochondrion, complete genome	Gasteruption parvicollarium	0	1	23	13484	13506
0	23	23	46.1	100.000	23	0.022	0	0	100	100	Trypanosoma cruzi voucher COLTRYP 006 cytochrome oxidase subunit 1 (COI) gene, partial cds; kinetoplast	Trypanosoma cruzi	0	1	23	104	126
0	23	23	46.1	100.000	23	0.022	0	0	100	100	Trypanosoma cruzi strain Y cytochrome oxidase subunit 1 (COI) gene, partial cds; kinetoplast	Trypanosoma cruzi	0	1	23	75	97
0	23	23	46.1	100.000	23	0.022	0	0	100	100	Mutela dubia isolate H1495 mitochondrion, complete genome	Mutela dubia	0	1	23	821	843
0	23	23	46.1	100.000	23	0.022	0	0	100	100	Laevipilina antarctica mitochondrion, complete genome	Laevipilina antarctica	0	1	23	16834	16856
0	23	23	46.1	100.000	23	0.022	0	0	100	100	Gasteruption sp. M19 mitochondrion, complete genome	Gasteruption sp. M19	0	1	23	15257	15279
1	23	23	46.1	100.000	23	0.022	0	0	100	100	Onchocercidae sp. Gab-1022 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	Onchocercidae sp. Gab-1022	0	1	23	428	406
1	23	23	46.1	100.000	23	0.022	0	0	100	100	Strongyloides procyonis mitochondrial COX1 gene for cytochrome c oxidase subunit 1, partial cds, haplotype: RC_H20	Strongyloides procyonis	0	1	23	443	421
1	23	23	46.1	100.000	23	0.022	0	0	100	100	Strongyloides procyonis mitochondrial COX1 gene for cytochrome c oxidase subunit 1, partial cds, haplotype: RC_H18	Strongyloides procyonis	0	1	23	443	421
1	23	23	46.1	100.000	23	0.022	0	0	100	100	Strongyloides procyonis mitochondrial COX1 gene for cytochrome c oxidase subunit 1, partial cds, haplotype: RC_H15	Strongyloides procyonis	0	1	23	443	421
1	23	23	46.1	100.000	23	0.022	0	0	100	100	Strongyloides procyonis mitochondrial COX1 gene for cytochrome c oxidase subunit 1, partial cds, haplotype: RC_H14	Strongyloides procyonis	0	1	23	443	421
1	23	23	46.1	100.000	23	0.022	0	0	100	100	Strongyloides procyonis mitochondrial COX1 gene for cytochrome c oxidase subunit 1, partial cds, haplotype: RC_H13	Strongyloides procyonis	0	1	23	443	421
1	23	23	46.1	100.000	23	0.022	0	0	100	100	Strongyloides procyonis mitochondrial COX1 gene for cytochrome c oxidase subunit 1, partial cds, haplotype: RC_H10	Strongyloides procyonis	0	1	23	443	421
1	23	23	46.1	100.000	23	0.022	0	0	100	100	Strongyloides procyonis mitochondrial COX1 gene for cytochrome c oxidase subunit 1, partial cds, haplotype: RC_H9	Strongyloides procyonis	0	1	23	443	421
1	23	23	46.1	100.000	23	0.022	0	0	100	100	Strongyloides procyonis mitochondrial COX1 gene for cytochrome c oxidase subunit 1, partial cds, haplotype: RC_H8	Strongyloides procyonis	0	1	23	443	421
1	23	23	46.1	100.000	23	0.022	0	0	100	100	Strongyloides procyonis mitochondrial COX1 gene for cytochrome c oxidase subunit 1, partial cds, haplotype: RC_H7	Strongyloides procyonis	0	1	23	443	421
2	23	23	46.1	100.000	23	0.022	0	0	100	100	Strongyloides planiceps mitochondrial COX1 gene for cytochrome c oxidase subunit 1, partial cds, haplotype: RD_H6	Strongyloides planiceps	0	1	23	443	421
2	23	23	46.1	100.000	23	0.022	0	0	100	100	Gloiopeltis furcata isolate 190724_6 cytochrome c oxidase subunit I (cox1) gene, partial cds; mitochondrial	Gloiopeltis furcata	0	1	23	650	628
2	23	23	46.1	100.000	23	0.022	0	0	100	100	Gloiopeltis furcata isolate 190724_5 cytochrome c oxidase subunit I (cox1) gene, partial cds; mitochondrial	Gloiopeltis furcata	0	1	23	650	628
2	23	23	46.1	100.000	23	0.022	0	0	100	100	Gloiopeltis furcata isolate 190724_4 cytochrome c oxidase subunit I (cox1) gene, partial cds; mitochondrial	Gloiopeltis furcata	0	1	23	650	628
2	23	23	46.1	100.000	23	0.022	0	0	100	100	Gloiopeltis furcata isolate 190724_3 cytochrome c oxidase subunit I (cox1) gene, partial cds; mitochondrial	Gloiopeltis furcata	0	1	23	687	665
2	23	23	46.1	100.000	23	0.022	0	0	100	100	Gloiopeltis furcata isolate 190724_2 cytochrome c oxidase subunit I (cox1) gene, partial cds; mitochondrial	Gloiopeltis furcata	0	1	23	687	665
2	23	23	46.1	100.000	23	0.022	0	0	100	100	Gloiopeltis furcata isolate 190724_1 cytochrome c oxidase subunit I (cox1) gene, partial cds; mitochondrial	Gloiopeltis furcata	0	1	23	687	665
2	23	23	46.1	100.000	23	0.022	0	0	100	100	Globodera rostochiensis voucher NRM67 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	Globodera rostochiensis	0	1	23	83	61
2	23	23	46.1	100.000	23	0.022	0	0	100	100	Taenia solium mitochondrial COB gene for cytochrome b, complete cds, haplotype: ID-PA, host: Homo sapiens	Taenia solium	0	1	23	728	706
2	23	23	46.1	100.000	23	0.022	0	0	100	100	Taenia solium mitochondrial COB gene for cytochrome b, complete cds, haplotype: ID-PA, host: Sus scrofa	Taenia solium	0	1	23	728	706
3	23	23	46.1	100.000	23	0.022	0	0	100	100	Eubosmina coregoni genomic DNA containing mtDNA region, isolate FI-BAL1-1	Eubosmina coregoni	0	1	23	13127	13149
