0	26	26	52.0	100.000	26	8.78e-04	0	0	100	100	Trichopria drosophilae mitochondrion, complete genome	Trichopria drosophilae	0	1	26	14125	14150
0	26	26	52.0	100.000	26	8.78e-04	0	0	100	100	Leishmania major strain Friedlin genome assembly, chromosome: 1	Leishmania major strain Friedlin	0	1	26	12910	12935
0	26	26	52.0	100.000	26	8.78e-04	0	0	100	100	Leishmania braziliensis genome assembly, chromosome: 1	Leishmania braziliensis	0	1	26	12474	12499
0	26	26	52.0	100.000	26	8.78e-04	0	0	100	100	TPA_asm: Leishmania peruviana strain LCA04 kinetoplast, complete sequence	Leishmania peruviana	0	1	26	12333	12358
0	26	26	52.0	100.000	26	8.78e-04	0	0	100	100	TPA_asm: Endotrypanum schaudinni strain ES1 kinetoplast, complete sequence	Endotrypanum schaudinni	0	1	26	12634	12659
0	26	26	52.0	100.000	26	8.78e-04	0	0	100	100	Daphnia sinensis genomic DNA containing mtDNA region, isolate RU-TU2-01	Daphnia sinensis	0	1	26	12905	12930
0	26	26	52.0	100.000	26	8.78e-04	0	0	100	100	Daphnia sinensis genomic DNA containing mtDNA region, isolate RU-SZB3	Daphnia sinensis	0	1	26	13516	13541
0	26	26	52.0	100.000	26	8.78e-04	0	0	100	100	Daphnia sinensis genomic DNA containing mtDNA region, isolate RU-TY6-3	Daphnia sinensis	0	1	26	12918	12943
0	26	26	52.0	100.000	26	8.78e-04	0	0	100	100	Daphnia sinensis genomic DNA containing mtDNA region, isolate RU-TY6-1	Daphnia sinensis	0	1	26	13584	13609
0	26	26	52.0	100.000	26	8.78e-04	0	0	100	100	Daphnia sinensis genomic DNA containing mtDNA region, isolate RU-BU1-3	Daphnia sinensis	0	1	26	13514	13539
1	26	26	52.0	100.000	26	8.78e-04	0	0	100	100	Scolytodes fraterniatratus voucher CtSct26 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	Scolytodes fraterniatratus	0	1	26	452	427
1	26	26	52.0	100.000	26	8.78e-04	0	0	100	100	Scolytodes fraterniatratus voucher CtSct15 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	Scolytodes fraterniatratus	0	1	26	479	454
1	26	26	52.0	100.000	26	8.78e-04	0	0	100	100	Alphitobius diaperinus mitochondrion, complete genome	Alphitobius diaperinus	0	1	26	2146	2121
1	26	26	52.0	100.000	26	8.78e-04	0	0	100	100	Nassarius granifer isolate LSGB-JQD-1 mitochondrion, complete genome	Nassarius granifer	0	1	26	3958	3933
1	26	26	52.0	100.000	26	8.78e-04	0	0	100	100	Scolopendra mutilans voucher CMMI 20190702006 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	Scolopendra mutilans	0	1	26	690	665
1	26	26	52.0	100.000	26	8.78e-04	0	0	100	100	Scolopendra mutilans voucher CMMI 20190331001 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	Scolopendra mutilans	0	1	26	690	665
1	26	26	52.0	100.000	26	8.78e-04	0	0	100	100	Longitarsus ordinatus voucher 27C_A11 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	Longitarsus ordinatus	0	1	26	686	661
1	26	26	52.0	100.000	26	8.78e-04	0	0	100	100	Longitarsus exsoletus voucher db18 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	Longitarsus exsoletus	0	1	26	658	633
1	26	26	52.0	100.000	26	8.78e-04	0	0	100	100	Longitarsus exsoletus voucher 33B cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	Longitarsus exsoletus	0	1	26	686	661
1	26	26	52.0	100.000	26	8.78e-04	0	0	100	100	Longitarsus exsoletus voucher 33C cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	Longitarsus exsoletus	0	1	26	686	661
